Ticker,Name,Last Price,Market Cap,Trading Region,Trading Country,Below 52W High %,Revenues Est Avg Rev % (FY1E - 1W),Revenues Est Avg Rev % (FY1E - 1M),Revenues Est Avg Rev % (FY1E - 3M),Revenues Est Avg Rev % (FY1E - 6M),Revenues Est Avg Rev % (FY1E - 1Y),Revenues Est Avg Rev % (FY2E - 1W),Revenues Est Avg Rev % (FY2E - 1M),Revenues Est Avg Rev % (FY2E - 3M),Revenues Est Avg Rev % (FY2E - 6M),Revenues Est Avg Rev % (FY2E - 1Y),Revenues Est Avg Rev % (FY3E - 1W),Revenues Est Avg Rev % (FY3E - 1M),Revenues Est Avg Rev % (FY3E - 3M),Revenues Est Avg Rev % (FY3E - 6M),Revenues Est Avg Rev % (FY3E - 1Y),Revenues - Est Avg (FY1E),Revenues - Est Avg (FY2E),Revenues - Est Avg (FY3E),Total Revenues (-1FY),Total Revenues (-2FY),Total Revenues (-3FY),Total Revenues (-4FY),Total Revenues (-5FY),Total Revenues (-6FY),Total Revenues (-7FY),Total Revenues (-8FY),Total Revenues (-9FY),Total Revenues (-10FY),Sector,Industry,Description
TPXB,Molson Coors Canada Inc.,55.23,396.59,United States and Canada,CA,-0.2536,,,,,,,,,,,,,,,,,,,2591.7,2520.1,1993.3,2055.3,2362.3,1086.8,753.2,225.5,120.3,1426.8,Consumer Staples,Beverages,Molson Coors Canada Inc. brews markets sells and distributes various beer brands in the Americas Europe the Middle East Africa and the Asia-Pacific. The company sells its products under the Aguila Apantinsko AriZona Hard Arnold Palmer Spiked Aspall Astika Bergenbier Bergenbier Non-Alcoholic Black Horse Black Ice Blue Moon Blue Run Spirits Bohemian Borsodi Branik Brasseur de Montréal Burgasko Caffrey's Carling Carling Cider Cobra Cool Coors Coors Banquet Coors Edge Coors Light Coors Original Coors Seltzer Coors Whiskey Company Creemore Springs Cristal Cusqueña Fine Company Foster’s Franciscan Well Fresh George Killian's Irish Red Golden Wing Granville Island Brewing Grif Grolsch Hamm's Happy Thursday Henry Weinhard’s Gourmet Sodas Hop Valley Icehouse India Beer Jelen Kamenitza Kamenitza Non-Alcoholic Keystone Light Laurentide Lech and Leinenkugel's brands. It also offers its products under the Madrí Excepcional Mickey's Miller Chill Miller Genuine Draft Miller High Life Miller Lite Miller64 Extra Light Milwaukee's Best Molson Canadian Molson Canadian Cold Shots Molson Dry Molson Exel Molson Export Molson Stock Ale Molson Ultra Nikšicko Noroc Okeefe Old Style Pilsner Old Vienna Olde English 800 Ostravar Ožujsko Pardubický Pivovar Peace Hard Tea Peroni Pilsner Urquell Praha Pravha Rákóczi Redd's Hard Apple Redd's Wicked Rekorderlig Rickard's Riesenbrau Roxie Sharp's Simply Spiked Sol Cerveza Standard Lager Staropramen Staropramen Non-Alcoholic Steel Reserve Alloy Series Steel Reserve High Gravity Stones Bitter Sunny Provisions Tarquin's Topo Chico Hard Seltzer Topo Chico Spirited Trou Du Diable Twin Fin Tyskie Velvet Vizzy Hard Seltzer Vukovarsko WAI Worthington’s Zima and ZOA brands. The company was incorporated in 2005 and is based in Montreal Canada. Molson Coors Canada Inc. operates as a subsidiary of Molson Coors Beverage Company.
MRD,Melcor Developments Ltd.,18.5,392.75,United States and Canada,CA,-0.0498,,,,,,,,,,,,,,,,,,,243.1,237.92,178.55,249.6,178.26,160.16,195.93,205.18,180.56,189.77,Real Estate,Real Estate Management and Development,Melcor Developments Ltd. operates as a real estate development company in the United States and Canada. The company operates through Land Properties and Golf divisions. The company develops owns and manages mixed-use residential business industrial parks office buildings retail commercial centers and golf courses. It also purchases and develops land to be sold as residential communities industrial and commercial projects; develops and leases retail office and industrial properties; and owns and leases commercial retail and residential properties as well as parking lots and land. In addition the company owns and manages 18-hole golf courses. The company was founded in 1923 and is based in Edmonton Canada. Melcor Developments Ltd. operates as a subsidiary of Melton Holdings Ltd.
QTWO,Q2 Metals Corp.,2.3,390.63,United States and Canada,CA,-0.3285,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,Materials,Metals and Mining,Q2 Metals Corp. engages in the acquisition exploration and development of base and precious metals in Canada and Australia. The company explores for lithium and gold projects. Its flagship property consists of the Cisco Lithium Project which comprises of 801 Exclusive Exploration Rights covering an area of 41253 hectares located in Nemaska Cree Nation Eeyou Istchee James Bay Quebec Canada. The company was formerly known as Queensland Gold Hills Corp and changed its name to Q2 Metals Corp. in January 2023. Q2 Metals Corp. is headquartered in Vancouver Canada.
CBR,Cabral Gold Inc.,1.57,386.39,United States and Canada,CA,-0.0655,,,,,,-0.0082,,,,,-0.0082,,,,,0,95.15,96.43,,,,,,,,,,,Materials,Metals and Mining,Cabral Gold Inc. engages in the acquisition exploration and development of gold properties in Brazil. Its flagship project is the Cuiú Cuiú gold project which consists of one exploration permit application 15 exploration permits and two applications for mining concessions covers an area of approximately 30563 hectares located in the Tapajós region in the state of Pará in northern Brazil. Cabral Gold Inc. is based in Vancouver Canada.
ALDE,Aldebaran Resources Inc.,2.81,369.38,United States and Canada,CA,-0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Materials,Metals and Mining,Aldebaran Resources Inc. engages in the acquisition exploration and evaluation of mineral properties in Canada and Argentina. The company primarily explores for copper and gold. Aldebaran Resources Inc. was incorporated in 2018 and is headquartered in Vancouver Canada.
PML,Panoro Minerals Ltd.,1.63,357.44,United States and Canada,CA,-0.197,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,Materials,Metals and Mining,Panoro Minerals Ltd. an exploration-stage company engages in the acquisition exploration and development of mineral properties in Peru. It explores for copper molybdenum lead gold silver and zinc deposits. The company’s flagship project is the Cotabambas project a porphyry copper-gold-silver deposit located southwest of the city of Cusco the Apurimac region in Southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver Canada.
SLVR,Silver Tiger Metals Inc.,0.87,344.66,United States and Canada,CA,-0.3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Materials,Metals and Mining,Silver Tiger Metals Inc. engages in the exploration and evaluation of mineral properties in Mexico. It primarily explores for gold silver copper lead and zinc deposits. The company holds 100% interest in the El Tigre property consist of 59 Mexican federal mining concessions covering an area of 37000 hectares located in Sonora Mexico. The company was formerly known as Oceanus Resources Corporation and changed its name to Silver Tiger Metals Inc. in May 2020. Silver Tiger Metals Inc. was incorporated in 2010 and is headquartered in Halifax Canada.
DCA,Dundee Corporation,5.18,331.41,United States and Canada,CA,-0.0799,,,,,,,,,,,,,,,,,,,3.22,5.13,6.39,9.17,14.15,22.54,38.12,145.8,173.45,202.3,Materials,Metals and Mining,Dundee Corporation engages in acquiring mineral resource assets. It primarily explores gold deposits. Dundee Corporation was formerly known as Dundee Bancorp Inc. Dundee Corporation was founded in 1991 is based in Toronto Canada.
BIG,Hercules Metals Corp.,1.39,328.66,United States and Canada,CA,-0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Materials,Metals and Mining,Hercules Metals Corp. a junior mining company engages in the exploration and development of mineral properties in the United States. It explores for copper and silver deposits. Its flagship property is 100% owned Hercules silver project having 100000 acres mineral rights located in Washington County Idaho. Hercules Metals Corp. is headquartered in Toronto Canada.
WGO,White Gold Corp.,2.04,326.26,United States and Canada,CA,-0.184,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,Materials,Metals and Mining,White Gold Corp. engages in the acquisition exploration and development of mineral properties in Canada. The company explores for gold copper molybdenum tungsten antimony bismuth and silver deposits. Its flagship project is the Golden Saddle and Arc deposits in the White Gold property located in Dawson City Yukon. The company owns a portfolio of 15364 quartz claims across 21 properties covering approximately 305102 hectares located in the Yukon’s White Gold District in Canada. The company was formerly known as G4G Capital Corp. and changed its name to White Gold Corp. in December 2016. The company was incorporated in 1987 and is based in Toronto Canada.
KRY,Koryx Copper S.A.,3.64,314.05,United States and Canada,CA,-0.0667,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,Materials,Metals and Mining,Koryx Copper S.A. operates as a copper exploration and development company. It focuses on advancing its 100% owned Haib Copper Project in Namibia as well as building a portfolio of copper exploration licenses in Zambia. Its Haib Copper Project is a copper/molybdenum/gold porphyry deposit in southern Namibia. The company is headquartered in Vancouver Canada.
SIG,Sitka Gold Corp.,1.02,313.86,United States and Canada,CA,-0.25,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,Materials,Metals and Mining,Sitka Gold Corp. engages in the exploration of mineral resource properties in Canada and the United States. It explores for gold silver and copper deposits. The company holds 100% interest in the RC Gold property that comprising 2169 claims covering an area of approximately 447 square kilometres located in Yukon's Tombstone Gold Belt in the Yukon Territory Canada. Sitka Gold Corp. was incorporated in 2015 and is based in Vancouver Canada.
BRC,Blackrock Silver Corp.,1.17,311.38,United States and Canada,CA,-0.5145,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,Materials,Metals and Mining,Blackrock Silver Corp. engages in the acquisition exploration and development of mineral properties in Canada and the United States. It primarily explores for gold and silver deposits. The company’s flagship property is the Tonopah West silver-gold project comprising 100 patented and 83 unpatented lode mining claims covering an area of 10.3 square kilometers located in the Walker Lane trend of western Nevada. The company was formerly known as Blackrock Gold Corp. and changed its name to Blackrock Silver Corp. in March 2021. Blackrock Silver Corp. was incorporated in 1999 and is headquartered in Vancouver Canada.
CDPR,Cerro de Pasco Resources Inc.,0.66,310.91,United States and Canada,CA,-0.2667,,,,,,,,,,,,,,,,,,,,,19.57,40.59,7.12,,,,,,Materials,Metals and Mining,Cerro de Pasco Resources Inc. a natural resource company engages in the acquisition exploration development and reprocessing of mineral properties in Peru. It explores for zinc copper lead silver and gold deposits. The company’s flagship project is the 100% owned El Metalurgista Concession covering an area of 95.74 hectares located in Cerro de Pasco Peru. Cerro de Pasco Resources Inc. was founded in 2012 and is headquartered in Saint-Sauveur Canada.
CUU,Copper Fox Metals Inc.,0.74,309.91,United States and Canada,CA,-0.1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Materials,Metals and Mining,Copper Fox Metals Inc. together with its subsidiaries engages in the exploration and development of copper mineral properties in Canada and the United States. The company’s flagship project include the Schaft Creek project covering 60268 hectares located in the Tahltan Territory in northwestern British Columbia. Copper Fox Metals Inc. was incorporated in 2004 and is headquartered in Calgary Canada.
SVRS,Silver Storm Mining Ltd.,0.5,308.62,United States and Canada,CA,-0.3711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Materials,Metals and Mining,Silver Storm Mining Ltd. engages in the acquisition exploration development and mining of mineral properties in Mexico. It primarily explores for silver zinc copper lead and gold deposits. The company holds a 100% interest in the La Parrilla Silver Mine Complex Project consists of 40 contiguous mining concessions covering an area of approximately 38128 hectares located in San Jose de La Parrilla Durango Mexico. It also holds a 100% interest in the San Diego property that consists of 4 mining concessions covering an area of approximately 91.65 hectares located in the municipality of Cuencame Durango State Mexico. The company was formerly known as Golden Tag Resources Ltd. and changed its name to Silver Storm Mining Ltd. in November 2023. Silver Storm Mining Ltd. was incorporated in 1980 and is headquartered in Toronto Canada.
BRVO,Bravo Mining Corp.,3.09,300.42,United States and Canada,CA,-0.4402,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,Materials,Metals and Mining,Bravo Mining Corp. acquires explores operates and develops mineral properties. The company explores for palladium platinum rhodium gold and nickel deposits. It primarily holds a 100% interest in the Luanga project covering an area of 7810 hectares located in the Carajás Mineral Province Pará State Brazil. The company was formerly known as BPG Metals Corp. and changed its name to Bravo Mining Corp. in May 2022. Bravo Mining Corp. is based in Rio de Janeiro Brazil.
